beta-box [3.0000, 3.0010]: 21 t-boxes
beta-box [5.8740, 5.8745]: 416 t-boxes
beta-box [5.8745, 5.8750]: 417 t-boxes
beta-box [5.8750, 5.8755]: 417 t-boxes
beta-box [5.8755, 5.8760]: 417 t-boxes
beta-box [5.8760, 5.8765]: 418 t-boxes
beta-box [5.8765, 5.8770]: 418 t-boxes
beta-box [5.8770, 5.8775]: 418 t-boxes
beta-box [5.8775, 5.8780]: 419 t-boxes
beta-box [5.8780, 5.8785]: 419 t-boxes
beta-box [5.8785, 5.8790]: 420 t-boxes
beta-box [5.8790, 5.8795]: 420 t-boxes
beta-box [5.8795, 5.8800]: 420 t-boxes
beta-box [5.8800, 5.8805]: 420 t-boxes
beta-box [5.8805, 5.8810]: 422 t-boxes
beta-box [5.8810, 5.8815]: 423 t-boxes
beta-box [5.8815, 5.8820]: 424 t-boxes
beta-box [5.8820, 5.8825]: 425 t-boxes
beta-box [5.8825, 5.8830]: 425 t-boxes
beta-box [5.8830, 5.8835]: 426 t-boxes
beta-box [5.8835, 5.8840]: 425 t-boxes
beta-box [5.8840, 5.8845]: 426 t-boxes
beta-box [5.8845, 5.8850]: 427 t-boxes
beta-box [5.8850, 5.8855]: 428 t-boxes
beta-box [5.8855, 5.8860]: 429 t-boxes
beta-box [5.8860, 5.8865]: 429 t-boxes
beta-box [5.8865, 5.8870]: 429 t-boxes
beta-box [5.8870, 5.8875]: 430 t-boxes
beta-box [5.8875, 5.8880]: 431 t-boxes
beta-box [5.8880, 5.8885]: 433 t-boxes
beta-box [5.8885, 5.8890]: 433 t-boxes
beta-box [5.8890, 5.8895]: 433 t-boxes
beta-box [5.8895, 5.8900]: 434 t-boxes
beta-box [5.8900, 5.8905]: 435 t-boxes
beta-box [5.8905, 5.8910]: 435 t-boxes
beta-box [5.8910, 5.8915]: 435 t-boxes
beta-box [5.8915, 5.8920]: 437 t-boxes
beta-box [5.8920, 5.8925]: 437 t-boxes
beta-box [5.8925, 5.8930]: 437 t-boxes
beta-box [5.8930, 5.8935]: 437 t-boxes
beta-box [5.8935, 5.8940]: 439 t-boxes
beta-box [5.8940, 5.8945]: 439 t-boxes
beta-box [5.8945, 5.8950]: 441 t-boxes
beta-box [5.8950, 5.8955]: 440 t-boxes
beta-box [5.8955, 5.8960]: 441 t-boxes
beta-box [5.8960, 5.8965]: 441 t-boxes
beta-box [5.8965, 5.8970]: 442 t-boxes
beta-box [5.8970, 5.8975]: 442 t-boxes
beta-box [5.8975, 5.8980]: 442 t-boxes
beta-box [5.8980, 5.8985]: 443 t-boxes
beta-box [5.8985, 5.8990]: 444 t-boxes
beta-box [5.8990, 5.8995]: 445 t-boxes
beta-box [5.8995, 5.9000]: 446 t-boxes
beta-box [5.9000, 5.9005]: 447 t-boxes
beta-box [5.9005, 5.9010]: 447 t-boxes
beta-box [5.9010, 5.9015]: 448 t-boxes
beta-box [5.9015, 5.9020]: 448 t-boxes
beta-box [5.9020, 5.9025]: 450 t-boxes
beta-box [5.9025, 5.9030]: 449 t-boxes
beta-box [5.9030, 5.9035]: 450 t-boxes
beta-box [5.9035, 5.9040]: 450 t-boxes
beta-box [5.9040, 5.9045]: 450 t-boxes
beta-box [5.9045, 5.9050]: 451 t-boxes
beta-box [5.9050, 5.9055]: 451 t-boxes
beta-box [5.9055, 5.9060]: 452 t-boxes
beta-box [5.9060, 5.9065]: 453 t-boxes
beta-box [5.9065, 5.9070]: 454 t-boxes
beta-box [5.9070, 5.9075]: 454 t-boxes
beta-box [5.9075, 5.9080]: 454 t-boxes
beta-box [5.9080, 5.9085]: 454 t-boxes
beta-box [5.9085, 5.9090]: 457 t-boxes
beta-box [5.9090, 5.9095]: 458 t-boxes
beta-box [5.9095, 5.9100]: 458 t-boxes
beta-box [5.9100, 5.9105]: 459 t-boxes
beta-box [5.9105, 5.9110]: 460 t-boxes
beta-box [5.9110, 5.9115]: 460 t-boxes
beta-box [5.9115, 5.9120]: 460 t-boxes
beta-box [5.9120, 5.9125]: 461 t-boxes
beta-box [5.9125, 5.9130]: 464 t-boxes
beta-box [5.9130, 5.9135]: 464 t-boxes
beta-box [5.9135, 5.9140]: 464 t-boxes
beta-box [5.9140, 5.9145]: 465 t-boxes
beta-box [5.9145, 5.9150]: 465 t-boxes
beta-box [5.9150, 5.9155]: 465 t-boxes
beta-box [5.9155, 5.9160]: 465 t-boxes
beta-box [5.9160, 5.9165]: 467 t-boxes
beta-box [5.9165, 5.9170]: 467 t-boxes
beta-box [5.9170, 5.9175]: 467 t-boxes
beta-box [5.9175, 5.9180]: 468 t-boxes
beta-box [5.9180, 5.9185]: 469 t-boxes
beta-box [5.9185, 5.9190]: 469 t-boxes
beta-box [5.9190, 5.9195]: 471 t-boxes
beta-box [5.9195, 5.9200]: 473 t-boxes
beta-box [5.9200, 5.9205]: 473 t-boxes
beta-box [5.9205, 5.9210]: 473 t-boxes
beta-box [5.9210, 5.9215]: 473 t-boxes
beta-box [5.9215, 5.9220]: 474 t-boxes
beta-box [5.9220, 5.9225]: 474 t-boxes
beta-box [5.9225, 5.9230]: 475 t-boxes
beta-box [5.9230, 5.9235]: 475 t-boxes
beta-box [5.9235, 5.9240]: 476 t-boxes
beta-box [5.9240, 5.9245]: 476 t-boxes
beta-box [5.9245, 5.9250]: 477 t-boxes
beta-box [5.9250, 5.9255]: 478 t-boxes
beta-box [5.9255, 5.9260]: 478 t-boxes
beta-box [5.9260, 5.9265]: 479 t-boxes
beta-box [5.9265, 5.9270]: 480 t-boxes
beta-box [5.9270, 5.9275]: 480 t-boxes
beta-box [5.9275, 5.9280]: 480 t-boxes
beta-box [5.9280, 5.9285]: 480 t-boxes
beta-box [5.9285, 5.9290]: 480 t-boxes
beta-box [5.9290, 5.9295]: 481 t-boxes
beta-box [5.9295, 5.9300]: 481 t-boxes
beta-box [5.9300, 5.9305]: 483 t-boxes
beta-box [5.9305, 5.9310]: 484 t-boxes
beta-box [5.9310, 5.9315]: 485 t-boxes
beta-box [5.9315, 5.9320]: 486 t-boxes
beta-box [5.9320, 5.9325]: 486 t-boxes
beta-box [5.9325, 5.9330]: 487 t-boxes
beta-box [5.9330, 5.9335]: 488 t-boxes
beta-box [5.9335, 5.9340]: 489 t-boxes
beta-box [5.9340, 5.9345]: 488 t-boxes
beta-box [5.9345, 5.9350]: 489 t-boxes
beta-box [5.9350, 5.9355]: 489 t-boxes
beta-box [5.9355, 5.9360]: 489 t-boxes
beta-box [5.9360, 5.9365]: 490 t-boxes
beta-box [5.9365, 5.9370]: 491 t-boxes
beta-box [5.9370, 5.9375]: 491 t-boxes
beta-box [5.9375, 5.9380]: 493 t-boxes
beta-box [5.9380, 5.9385]: 493 t-boxes
beta-box [5.9385, 5.9390]: 493 t-boxes
beta-box [5.9390, 5.9395]: 494 t-boxes
beta-box [5.9395, 5.9400]: 494 t-boxes
beta-box [5.9400, 5.9405]: 495 t-boxes
beta-box [5.9405, 5.9410]: 495 t-boxes
beta-box [5.9410, 5.9415]: 496 t-boxes
beta-box [5.9415, 5.9420]: 496 t-boxes
beta-box [5.9420, 5.9425]: 497 t-boxes
beta-box [5.9425, 5.9430]: 497 t-boxes
beta-box [5.9430, 5.9435]: 498 t-boxes
beta-box [5.9435, 5.9440]: 499 t-boxes
beta-box [5.9440, 5.9445]: 500 t-boxes
beta-box [5.9445, 5.9450]: 500 t-boxes
beta-box [5.9450, 5.9455]: 500 t-boxes
beta-box [5.9455, 5.9460]: 501 t-boxes
beta-box [5.9460, 5.9465]: 501 t-boxes
beta-box [5.9465, 5.9470]: 503 t-boxes
beta-box [5.9470, 5.9475]: 503 t-boxes
beta-box [5.9475, 5.9480]: 504 t-boxes
beta-box [5.9480, 5.9485]: 505 t-boxes
beta-box [5.9485, 5.9490]: 505 t-boxes
beta-box [5.9490, 5.9495]: 506 t-boxes
beta-box [5.9495, 5.9500]: 506 t-boxes
beta-box [5.9500, 5.9505]: 509 t-boxes
beta-box [5.9505, 5.9510]: 509 t-boxes
beta-box [5.9510, 5.9515]: 509 t-boxes
beta-box [5.9515, 5.9520]: 510 t-boxes
beta-box [5.9520, 5.9525]: 512 t-boxes
beta-box [5.9525, 5.9530]: 512 t-boxes
beta-box [5.9530, 5.9535]: 512 t-boxes
beta-box [5.9535, 5.9540]: 513 t-boxes
beta-box [5.9540, 5.9545]: 513 t-boxes
beta-box [5.9545, 5.9550]: 514 t-boxes
beta-box [5.9550, 5.9555]: 514 t-boxes
beta-box [5.9555, 5.9560]: 515 t-boxes
beta-box [5.9560, 5.9565]: 516 t-boxes
beta-box [5.9565, 5.9570]: 516 t-boxes
beta-box [5.9570, 5.9575]: 517 t-boxes
beta-box [5.9575, 5.9580]: 517 t-boxes
beta-box [5.9580, 5.9585]: 518 t-boxes
beta-box [5.9585, 5.9590]: 518 t-boxes
beta-box [5.9590, 5.9595]: 518 t-boxes
beta-box [5.9595, 5.9600]: 519 t-boxes
beta-box [5.9600, 5.9605]: 519 t-boxes
beta-box [5.9605, 5.9610]: 520 t-boxes
beta-box [5.9610, 5.9615]: 520 t-boxes
beta-box [5.9615, 5.9620]: 520 t-boxes
beta-box [5.9620, 5.9625]: 521 t-boxes
beta-box [5.9625, 5.9630]: 522 t-boxes
beta-box [5.9630, 5.9635]: 524 t-boxes
beta-box [5.9635, 5.9640]: 524 t-boxes
beta-box [5.9640, 5.9645]: 526 t-boxes
beta-box [5.9645, 5.9650]: 526 t-boxes
beta-box [5.9650, 5.9655]: 527 t-boxes
beta-box [5.9655, 5.9660]: 527 t-boxes
beta-box [5.9660, 5.9665]: 528 t-boxes
beta-box [5.9665, 5.9670]: 528 t-boxes
beta-box [5.9670, 5.9675]: 529 t-boxes
beta-box [5.9675, 5.9680]: 530 t-boxes
beta-box [5.9680, 5.9685]: 530 t-boxes
beta-box [5.9685, 5.9690]: 532 t-boxes
beta-box [5.9690, 5.9695]: 531 t-boxes
beta-box [5.9695, 5.9700]: 532 t-boxes
beta-box [5.9700, 5.9705]: 532 t-boxes
beta-box [5.9705, 5.9710]: 533 t-boxes
beta-box [5.9710, 5.9715]: 534 t-boxes
beta-box [5.9715, 5.9720]: 534 t-boxes
beta-box [5.9720, 5.9725]: 534 t-boxes
beta-box [5.9725, 5.9730]: 535 t-boxes
beta-box [5.9730, 5.9735]: 536 t-boxes
beta-box [5.9735, 5.9740]: 537 t-boxes
beta-box [5.9740, 5.9745]: 538 t-boxes
beta-box [5.9745, 5.9750]: 539 t-boxes
beta-box [5.9750, 5.9755]: 540 t-boxes
beta-box [5.9755, 5.9760]: 540 t-boxes
beta-box [5.9760, 5.9765]: 541 t-boxes
beta-box [5.9765, 5.9770]: 540 t-boxes
beta-box [5.9770, 5.9775]: 541 t-boxes
beta-box [5.9775, 5.9780]: 542 t-boxes
beta-box [5.9780, 5.9785]: 542 t-boxes
beta-box [5.9785, 5.9790]: 543 t-boxes
beta-box [5.9790, 5.9795]: 543 t-boxes
beta-box [5.9795, 5.9800]: 543 t-boxes
beta-box [5.9800, 5.9805]: 545 t-boxes
beta-box [5.9805, 5.9810]: 546 t-boxes
beta-box [5.9810, 5.9815]: 547 t-boxes
beta-box [5.9815, 5.9820]: 548 t-boxes
beta-box [5.9820, 5.9825]: 548 t-boxes
beta-box [5.9825, 5.9830]: 548 t-boxes
beta-box [5.9830, 5.9835]: 548 t-boxes
beta-box [5.9835, 5.9840]: 548 t-boxes
beta-box [5.9840, 5.9845]: 549 t-boxes
beta-box [5.9845, 5.9850]: 551 t-boxes
beta-box [5.9850, 5.9855]: 551 t-boxes
beta-box [5.9855, 5.9860]: 553 t-boxes
beta-box [5.9860, 5.9865]: 553 t-boxes
beta-box [5.9865, 5.9870]: 553 t-boxes
beta-box [5.9870, 5.9875]: 555 t-boxes
beta-box [5.9875, 5.9880]: 555 t-boxes
beta-box [5.9880, 5.9885]: 556 t-boxes
beta-box [5.9885, 5.9890]: 556 t-boxes
beta-box [5.9890, 5.9895]: 557 t-boxes
beta-box [5.9895, 5.9900]: 557 t-boxes
beta-box [5.9900, 5.9905]: 557 t-boxes
beta-box [5.9905, 5.9910]: 558 t-boxes
beta-box [5.9910, 5.9915]: 557 t-boxes
beta-box [5.9915, 5.9920]: 559 t-boxes
beta-box [5.9920, 5.9925]: 559 t-boxes
beta-box [5.9925, 5.9930]: 560 t-boxes
beta-box [5.9930, 5.9935]: 560 t-boxes
beta-box [5.9935, 5.9940]: 561 t-boxes
beta-box [5.9940, 5.9945]: 561 t-boxes
beta-box [5.9945, 5.9950]: 563 t-boxes
beta-box [5.9950, 5.9955]: 565 t-boxes
beta-box [5.9955, 5.9960]: 565 t-boxes
beta-box [5.9960, 5.9965]: 565 t-boxes
beta-box [5.9965, 5.9970]: 567 t-boxes
beta-box [5.9970, 5.9975]: 567 t-boxes
beta-box [5.9975, 5.9980]: 568 t-boxes
beta-box [5.9980, 5.9985]: 567 t-boxes
beta-box [5.9985, 5.9990]: 569 t-boxes
beta-box [5.9990, 5.9995]: 569 t-boxes
beta-box [5.9995, 6.0000]: 570 t-boxes
CERTIFIED (plain, Arb): W < 0 on [0.6, pi-1.5/beta] x [3, 6]; 592068 t-boxes total
